,Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,Elite%,review_id,1_weight,2_weight,3_weight,4_weight,5_weight,6_weight,7_weight,8_weight,fpl_id,Value,real_id,team,Missing
87,M,87,Brierley,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,87,0,0.0
88,D,88,Collins,4.5,4.5,Brentford,69.0,1.96,69.6,0.9420000000000001,70.2,2.306,67.2,0.632,69.6,1.138,69.0,1.88,70.2,2.148,69.6,4.269832474999999,0.0,88,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,4.5,88,0,0.0
89,M,89,Damsgaard,5.0,5.0,Brentford,47.0,1.99,47.6,1.574,48.2,2.346,48.2,1.454,49.4,1.756,48.8,2.128,49.4,2.15,48.2,5.248749949999999,0.0,89,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,5.0,89,0,0.0
90,M,90,Dasilva,5.0,5.0,Brentford,8.4,0.45400000000000007,10.2,0.43,12.6,0.664,13.2,0.488,13.8,0.5920000000000001,13.2,0.648,14.4,0.72,15.0,1.9777923125,0.0,90,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,5.0,90,0,0.0
91,G,91,Flekken,4.5,4.5,Brentford,92.4,3.5439999999999996,91.8,3.002,91.2,3.6660000000000004,91.2,2.94,91.2,3.034,91.2,3.372,90.6,3.552,90.6,8.6320831,0.14,91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,4.5,91,0,0.0
92,D,92,Henry,4.5,4.5,Brentford,84.0,2.16,82.8,1.278,82.2,3.2739999999999996,81.0,0.9420000000000001,79.2,1.62,79.8,2.634,79.2,2.9220000000000006,78.6,5.9755978375,0.01,92,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,4.5,92,0,0.0
93,D,93,Hickey,4.5,4.5,Brentford,85.2,1.9820000000000002,82.8,1.052,80.4,2.83,80.4,0.8059999999999999,79.2,1.45,78.6,2.36,77.4,2.642,78.0,5.520083074999999,0.0,93,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,4.5,93,0,0.0
94,M,94,Janelt,5.0,5.0,Brentford,73.4,2.524,72.8,1.962,71.0,2.79,71.0,1.758,69.2,2.046,69.8,2.47,69.2,2.474,70.4,5.7480479749999995,0.0,94,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,5.0,94,0,0.0
95,M,95,Jensen,5.5,5.5,Brentford,70.4,2.698,69.2,2.074,68.6,3.0239999999999996,67.4,1.848,66.8,2.202,67.4,2.66,67.4,2.682,67.4,6.1287499625,0.0,95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,5.5,95,0,0.0
96,D,96,Ji-soo,4.0,4.0,Brentford,36.0,0.0,36.0,0.008,36.0,0.008,36.0,0.008,36.0,0.008,36.0,0.012,36.0,0.016,36.0,0.02500499999999994,0.0,96,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,4.0,96,0,0.0
97,M,97,Konak,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,97,0,0.0
98,M,98,Lewis-Potter,5.0,5.0,Brentford,24.6,1.3880000000000001,25.2,1.13,27.0,1.742,27.6,1.112,27.6,1.32,28.8,1.6680000000000001,28.8,1.6340000000000001,30.0,4.0211526625,0.0,98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,5.0,98,0,0.0
99,M,99,Mbeumo,7.0,7.0,Brentford,80.4,4.614,78.6,3.33,76.8,5.294,77.4,2.906,75.6,3.574,75.6,4.612,75.6,4.584,75.0,10.4098343,0.07,99,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,7.0,99,0,0.0
100,D,100,Mee,4.5,4.5,Brentford,81.0,2.642,79.2,1.24,76.8,2.844,78.6,0.85,78.0,1.518,78.0,2.384,76.2,2.612,76.2,5.6823763,0.01,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.5,100,0,0.0
101,M,101,Nørgaard,5.0,5.0,Brentford,76.2,2.574,74.4,1.9739999999999998,73.2,2.8379999999999996,72.0,1.756,72.0,2.076,71.4,2.498,71.4,2.508,70.2,5.726330049999999,0.0,101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.0,5.0,101,0,0.0
102,M,102,Onyeka,5.0,5.0,Brentford,17.4,0.7140000000000001,19.8,0.682,19.8,0.91,21.6,0.6920000000000001,22.8,0.802,22.2,0.9179999999999999,22.8,0.9259999999999999,23.4,2.8049488375,0.0,102,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.0,5.0,102,0,0.0
103,M,103,Peart-Harris,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,103,0,0.0
104,D,104,Pinnock,4.5,4.5,Brentford,82.2,2.7439999999999998,81.0,1.258,79.2,3.048,79.8,0.862,78.0,1.5,78.6,2.4840000000000004,77.4,2.764,78.6,5.5514319875,0.01,104,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.0,4.5,104,0,0.0
105,D,105,Roerslev,4.5,4.5,Brentford,39.6,0.8740000000000001,42.6,0.49200000000000005,43.2,0.79,43.8,0.3940000000000001,45.0,0.544,44.4,0.752,45.6,0.8340000000000001,45.6,1.6096327750000001,0.0,105,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.0,4.5,105,0,0.0
106,M,106,Schade,5.5,5.5,Brentford,18.0,1.066,21.0,0.9600000000000002,21.6,1.456,21.6,0.902,22.8,1.104,22.2,1.314,22.8,1.3459999999999999,22.8,3.7489436874999997,0.0,106,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.0,5.5,106,0,0.0
107,F,107,Thiago,6.0,6.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,107.0,6.0,107,0,0.0
108,F,108,Toney,7.5,7.5,Brentford,88.976,5.1579999999999995,87.176,3.698,86.57600000000001,5.938,85.376,3.1439999999999997,84.77600000000001,3.866,84.176,4.965999999999999,83.57600000000001,4.888,82.976,11.595147499999998,0.12,108,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.0,7.5,108,0,0.0
109,G,109,Valdimarsson,4.0,4.0,Brentford,1.0,0.05,2.0,0.07,3.0,0.11,3.0,0.1,3.0,0.1,3.0,0.11999999999999998,4.0,0.15,3.0,0.5788809999999999,0.03,109,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,109,0,0.0
110,F,110,Wissa,6.0,6.0,Brentford,43.2,2.25,43.2,1.7339999999999998,44.4,2.7119999999999997,45.0,1.6260000000000003,44.4,1.9160000000000001,43.8,2.34,44.4,2.41,43.8,5.9709877125,0.03,110,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,110.0,6.0,110,0,0.0
111,M,111,Yarmoliuk,4.5,4.5,Brentford,5.0,0.3,5.0,0.29,9.0,0.4799999999999999,9.0,0.4,11.0,0.45,12.0,0.52,10.0,0.4799999999999999,11.0,2.0083884375,0.03,111,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,111,0,0.0
112,D,112,Zanka,4.5,4.5,Brentford,37.2,0.068,38.4,0.086,39.0,0.188,39.0,0.086,40.2,0.158,40.2,0.228,40.2,0.228,41.4,0.7022274375,0.0,112,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,112.0,4.5,112,0,0.0
113,M,113,Adingra,5.5,5.5,Brighton,33.0,1.59,33.6,1.6820000000000002,33.0,1.244,29.4,1.7919999999999998,22.8,1.306,22.8,1.062,23.4,1.21,23.4,2.6925380874999996,0.01,113,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,113.0,5.5,113,0,0.0
114,M,114,Baker-Boaitey,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,114,0,0.0
115,M,115,Baleba,5.0,5.0,Brighton,63.0,1.796,61.2,1.814,61.8,1.42,60.0,2.094,61.2,1.9580000000000002,60.0,1.558,58.8,1.714,58.2,4.373746812499999,0.0,115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.0,5.0,115,0,0.0
116,D,116,Barco,4.0,4.0,Brighton,70.2,2.3120000000000003,69.6,2.082,68.4,1.068,61.8,2.33,52.8,1.578,50.4,0.784,51.6,1.072,51.0,2.2000552750000004,0.13,116,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,116.0,4.0,116,0,0.0
117,M,117,Buonanotte,5.0,5.0,Brighton,24.2,1.03,26.0,1.074,26.0,1.028,25.4,1.144,24.8,1.1580000000000001,24.8,0.8540000000000001,24.2,1.052,25.4,2.3863285125,0.0,117,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,117.0,5.0,117,0,0.0
118,M,118,Cozier-Duberry,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,118,0,0.0
119,M,119,Dahoud,5.0,5.0,Brighton,2.4,0.15,2.4,0.144,3.0,0.15600000000000003,3.6,0.228,4.2,0.24599999999999997,4.2,0.21599999999999997,4.2,0.228,4.8,0.8991729374999999,0.0,119,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,119.0,5.0,119,0,0.0
120,D,120,Dunk,4.5,4.5,Brighton,91.2,3.0,90.0,2.6919999999999997,88.8,1.34,87.6,4.012,87.6,3.7739999999999996,87.0,1.756,87.0,2.4579999999999997,85.8,5.730809462499999,0.04,120,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.0,4.5,120,0,0.0
121,M,121,Enciso,5.5,5.5,Brighton,22.6,1.1860000000000002,23.8,1.35,23.8,1.018,22.6,1.5439999999999998,21.4,1.3519999999999999,21.4,1.078,20.8,1.196,20.2,2.7579240125,0.0,121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,121.0,5.5,121,0,0.0
122,D,122,Estupiñan,5.0,5.0,Brighton,36.0,0.0,36.0,0.0,36.0,0.036,53.4,1.6739999999999997,71.4,2.858,75.0,1.6580000000000001,72.6,2.142,73.8,5.1371907624999995,0.0,122,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,122.0,5.0,122,0,0.0
123,F,123,Ferguson,5.5,5.5,Brighton,0.696,0.0,0.696,0.0,0.696,0.0,0.696,0.0,0.696,0.0,0.696,0.0,6.696000000000001,0.718,14.495999999999999,3.6406819625000004,0.0,123,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,123.0,5.5,123,0,0.0
124,M,124,Gilmour,5.0,5.0,Brighton,39.4,1.2819999999999998,40.0,1.36,40.0,1.0819999999999999,40.6,1.6059999999999999,38.8,1.412,40.0,1.2020000000000002,39.4,1.29,39.4,3.4418047874999997,0.0,124,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.0,5.0,124,0,0.0
125,M,125,Gross,6.5,6.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,125,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,125,0,0.0
126,M,126,Hinshelwood,5.0,5.0,Brighton,20.0,0.88,22.0,0.95,25.0,0.93,23.0,1.13,21.0,1.01,21.0,0.84,22.0,0.94,22.0,3.4589348125,0.0,126,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,126,0,0.0
127,M,127,I.Osman,5.0,5.0,Brighton,2.2,0.136,2.8,0.17,3.4,0.18600000000000003,3.4,0.22799999999999998,2.8,0.174,2.8,0.14400000000000002,2.8,0.14600000000000002,2.8,0.3804313875,0.0,127,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,127.0,5.0,127,0,0.0
128,D,128,Igor,4.5,4.5,Brighton,64.8,1.18,63.6,1.116,64.8,0.6680000000000001,57.6,1.318,54.6,1.126,52.8,0.5920000000000001,54.6,0.804,55.2,2.0620186124999997,0.0,128,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,128.0,4.5,128,0,0.0
129,F,129,João Pedro,5.5,5.5,Brighton,70.484,3.588,67.484,3.972,67.484,2.772,66.884,4.894,66.884,4.412,65.084,3.286,64.484,3.78,63.284,8.279827000000001,0.17,129,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,129.0,5.5,129,0,0.0
130,M,130,Kozlowski,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,130,0,0.0
131,D,131,Lamptey,4.5,4.5,Brighton,49.8,0.968,51.0,0.9440000000000001,50.4,0.628,51.0,1.182,49.8,1.046,49.2,0.6579999999999999,49.8,0.8240000000000001,49.8,2.0271055125000004,0.01,131,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,131.0,4.5,131,0,0.0
132,M,132,March,6.5,6.5,Brighton,7.96,0.0,7.96,0.0,7.96,0.0,24.16,1.6580000000000001,42.16,3.1260000000000003,45.16,2.9139999999999997,45.16,3.344,42.76,7.3772478999999995,0.0,132,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,132.0,6.5,132,0,0.0
133,M,133,Mazilu,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,133,0,0.0
134,M,134,Milner,5.0,5.0,Brighton,15.2,0.586,17.0,0.7,18.2,0.61,19.4,0.904,17.6,0.7659999999999999,18.2,0.682,19.4,0.78,18.2,2.0337626500000003,0.0,134,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,134.0,5.0,134,0,0.0
135,M,135,Minteh,5.5,5.5,Brighton,52.303999999999995,2.914,51.70399999999999,2.9479999999999995,51.104,1.9780000000000002,45.104,2.7420000000000004,40.304,2.1459999999999995,38.504,1.646,37.904,1.82,39.704,3.8785019875,0.01,135,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,135.0,5.5,135,0,0.0
136,M,136,Mitoma,6.5,6.5,Brighton,83.0,3.722,79.4,3.8480000000000003,78.2,2.7320000000000007,77.6,4.678,76.4,4.192,75.2,3.1639999999999997,75.2,3.638,74.6,8.1585508625,0.02,136,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,136.0,6.5,136,0,0.0
137,M,137,Moder,4.5,4.5,Brighton,8.0,0.43,9.0,0.46,10.0,0.45,11.0,0.57,12.0,0.58,12.0,0.52,13.0,0.58,14.0,2.3542841875,0.0,137,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,137,0,0.0
138,F,138,O’Mahony,4.5,4.5,Brighton,0.0,0.0,2.0,0.11999999999999998,2.0,0.14,2.0,0.15,2.0,0.14,2.0,0.14,3.0,0.17,2.0,0.4365357499999999,0.0,138,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,138,0,0.0
139,D,139,Offiah,4.0,4.0,Brighton,36.0,0.048,36.0,0.04,36.0,0.024,36.0,0.044000000000000004,36.0,0.032,36.0,0.02,36.0,0.028000000000000004,36.0,0.02,0.0,139,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,139.0,4.0,139,0,0.0
140,M,140,Peupion,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,140,0,0.0
141,M,141,Sarmiento,5.0,5.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,141,0,0.0
142,G,142,Steele,4.5,4.5,Brighton,84.0,3.216,83.4,3.0,70.8,2.1519999999999997,52.2,1.5619999999999998,53.4,1.5219999999999998,51.6,1.202,52.8,1.34,52.2,2.9162589,0.01,142,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,142.0,4.5,142,0,0.0
143,F,143,Undav,5.5,5.5,Brighton,31.0,1.89,33.0,2.07,34.0,1.5800000000000003,32.0,2.44,31.0,2.3,29.0,1.6,30.0,1.84,26.0,5.8009503125,0.0,143,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,143,0,0.0
144,D,144,Van Hecke,4.5,4.5,Brighton,90.0,2.708,88.2,2.362,86.4,1.152,85.8,3.4720000000000004,84.6,3.234,84.6,1.5419999999999998,84.6,2.154,83.4,4.9627584625,0.0,144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,144.0,4.5,144,0,0.0
145,D,145,Veltman,4.5,4.5,Brighton,67.8,1.8760000000000003,68.4,1.7280000000000002,67.2,0.986,65.4,2.3139999999999996,64.8,2.114,64.2,1.134,64.2,1.474,63.6,3.5196048124999995,0.0,145,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,145.0,4.5,145,0,0.0
146,G,146,Verbruggen,4.5,4.5,Brighton,36.0,0.004,36.0,0.0,51.0,0.7040000000000001,75.0,2.2739999999999996,72.6,2.198,74.4,1.864,73.2,1.8539999999999999,73.8,5.400217312499999,0.02,146,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,146.0,4.5,146,0,0.0
147,D,147,Webster,4.5,4.5,Brighton,42.0,0.36400000000000005,43.2,0.392,44.4,0.30200000000000005,44.4,0.5880000000000001,44.4,0.544,45.0,0.366,44.4,0.42200000000000004,45.0,1.2057455249999998,0.0,147,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,147.0,4.5,147,0,0.0
148,F,148,Welbeck,5.5,5.5,Brighton,34.168,2.092,35.968,2.0980000000000003,35.968,1.35,34.768,2.02,34.168,1.7719999999999998,35.968,1.5119999999999998,33.568000000000005,1.558,31.768,3.3409801999999997,0.0,148,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,148.0,5.5,148,0,0.0
149,M,149,Wieffer,5.0,5.0,Brighton,87.0,2.648,85.8,2.77,84.6,2.04,83.4,3.2739999999999996,81.6,2.8760000000000003,82.2,2.326,81.0,2.5839999999999996,80.4,5.9570689875,0.0,149,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,149.0,5.0,149,0,0.0
150,M,150,Andrey Santos,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,150,0,0.0
151,M,151,Ângelo,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,151,0,0.0
152,G,152,Arrizabalaga,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,152,0,0.0
153,D,153,B.Badiashile,4.5,4.5,Chelsea,67.2,1.248,63.0,1.724,62.4,1.84,61.8,1.584,60.0,1.406,60.6,1.7160000000000002,60.6,1.932,59.4,3.1766141124999994,0.0,153,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,153.0,4.5,153,0,0.0
154,G,154,Bergström,4.0,4.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,154,0,0.0
155,G,155,Bettinelli,4.0,4.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,155,0,0.0
156,F,156,Broja,5.5,5.5,Chelsea,7.6,0.41200000000000003,8.2,0.504,8.2,0.54,10.0,0.612,9.4,0.54,11.2,0.714,10.6,0.7240000000000001,10.6,2.05568925,0.0,156,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,156.0,5.5,156,0,0.0
157,M,157,Caicedo,5.0,5.0,Chelsea,83.6,2.056,83.0,2.368,81.8,2.516,81.8,2.306,80.6,2.2739999999999996,80.0,2.47,79.4,2.5580000000000003,80.6,5.232759699999999,0.01,157,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,157.0,5.0,157,0,0.0
158,M,158,Casadei,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0522006249999999,0.0,158,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,158,0,0.0
159,D,159,Chalobah,4.5,4.5,Chelsea,55.8,0.71,56.4,1.11,58.2,1.2939999999999998,52.8,0.91,52.8,0.858,52.8,0.996,51.6,1.0819999999999999,54.0,2.221269925,0.0,159,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,159.0,4.5,159,0,0.0
160,D,160,Chilwell,5.0,5.0,Chelsea,63.0,1.262,52.8,1.1059999999999999,53.4,1.294,52.8,1.07,52.2,1.0299999999999998,51.6,1.1640000000000001,54.0,1.4340000000000002,53.4,2.8238258375,0.01,160,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,160.0,5.0,160,0,0.0
161,M,161,Chukwuemeka,5.0,5.0,Chelsea,4.6,0.228,5.8,0.312,7.0,0.38800000000000007,6.4,0.33799999999999997,7.6,0.38400000000000006,7.6,0.412,8.2,0.428,8.2,1.30125345,0.0,161,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,161.0,5.0,161,0,0.0
162,D,162,Colwill,4.5,4.5,Chelsea,65.4,1.344,63.6,1.93,62.4,1.99,61.8,1.692,62.4,1.598,61.8,1.882,61.2,2.16,61.8,3.5592632125,0.01,162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,162.0,4.5,162,0,0.0
163,D,163,Cucurella,5.0,5.0,Chelsea,65.4,1.288,79.2,2.734,78.0,2.926,76.8,2.472,76.8,2.266,75.6,2.77,74.4,3.154,74.4,4.86020675,0.07,163,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,163.0,5.0,163,0,0.0
164,F,164,D.D.Fofana,5.5,5.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.07800000000000001,1.2,0.09,1.2,0.10200000000000001,1.2,0.10200000000000001,1.2,0.42479032499999997,0.0,164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,164.0,5.5,164,0,0.0
165,F,165,Deivid,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,165,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,165,0,0.0
166,M,166,Dewsbury-Hall,6.0,6.0,Chelsea,21.8,0.8440000000000001,22.4,1.002,23.6,1.146,24.2,1.072,23.6,1.056,24.2,1.168,25.4,1.3159999999999998,24.2,2.8872059624999995,0.01,166,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,166.0,6.0,166,0,0.0
167,D,167,Disasi,4.5,4.5,Chelsea,57.0,0.758,56.4,1.07,56.4,1.21,54.0,0.9079999999999999,53.4,0.8759999999999999,52.8,0.9840000000000001,54.0,1.202,54.0,2.2362003999999995,0.01,167,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,167.0,4.5,167,0,0.0
168,M,168,Enzo,5.0,5.0,Chelsea,84.476,2.61,82.07600000000001,2.9819999999999998,80.876,3.2379999999999995,81.476,2.998,80.876,2.946,80.876,3.23,79.676,3.398,80.27600000000001,6.996504799999999,0.01,168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,168.0,5.0,168,0,0.0
169,M,169,Gallagher,6.0,6.0,Chelsea,30.8,1.0439999999999998,30.8,1.256,30.8,1.3980000000000001,30.2,1.224,31.4,1.288,31.4,1.4,31.4,1.456,31.4,1.4252192625,0.01,169,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,169.0,6.0,169,0,0.0
170,D,170,Gilchrist,4.0,4.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,170,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,170,0,0.0
171,D,171,Gusto,5.0,5.0,Chelsea,85.2,2.14,83.4,3.214,81.0,3.464,55.8,1.8519999999999999,55.8,1.5919999999999999,57.0,1.876,57.6,2.122,57.6,3.3150964999999997,0.03,171,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,171.0,5.0,171,0,0.0
172,D,172,James,5.0,5.0,Chelsea,36.0,0.0,36.0,0.052000000000000005,36.0,0.076,70.2,2.1020000000000003,70.2,2.136,69.0,2.6439999999999997,68.4,3.1220000000000003,68.4,5.6441888124999995,0.0,172,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,172.0,5.0,172,0,0.0
173,M,173,Kellyman,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,173,0,0.0
174,M,174,Lavia,4.5,4.5,Chelsea,14.6,0.494,16.4,0.5740000000000001,16.4,0.602,16.4,0.58,16.4,0.5740000000000001,17.0,0.632,17.6,0.648,15.8,1.9864294624999999,0.01,174,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,174.0,4.5,174,0,0.0
175,F,175,Lukaku,6.5,6.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,175,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,175,0,0.0
