Pos,ID,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,Elite%,relevant_players_wc6.ID
D,388,Wan-Bissaka,4.5,4.5,West Ham,76,2.1,73,2.86,71,1.24,72,2.02,69,2.07,70,2.68,67,1.4,68,7.661530375,0,
F,389,Zirkzee,6.9,6.9,Man Utd,53,3,48,2.51,49,3.11,47,2.68,50,2.86,51,3.34,49,2.92,48,9.794205188,0,
D,390,A.Murphy,4,4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0825,0,
M,391,Almirón,5.7,5.7,Newcastle,5,0.33,9,0.55,9,0.6,7,0.44,8,0.45,8,0.5,10,0.67,10,2.277277875,0,
M,392,Barnes,6.5,6.5,Newcastle,62,2.75,61,3.43,59,3.4,57,2.79,58,2.71,54,3.02,55,3.53,54,11.27243413,0,
D,393,Botman,4.4,4.4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,394,Bruno G.,6.3,6.3,Newcastle,91,2.71,87,3.15,84,3.23,82,2.63,83,2.62,79,2.86,79,3.23,78,10.67136381,0,
D,395,Burn,4.5,4.5,Newcastle,84,1.75,82,2.92,79,2.65,76,1.65,74,1.92,73,2.39,71,2.6,72,8.5848715,0.01,
G,396,Dúbravka,4.3,4.3,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0.0289,0,
M,397,Fraser,4.9,4.9,Southampton,25,1.22,29,1.13,29,1.55,29,1.09,30,1.57,27,1.31,29,1.25,27,4.895721125,0,
M,398,Gordon,7.3,7.3,Newcastle,87,3.4,83,4.21,81,4.28,80,3.51,80,3.3,80,3.97,80,4.67,81,14.78748256,0.09,398
D,399,Hall,4.4,4.4,Newcastle,35,0.95,37,1.51,39,1.54,39,1.09,39,1.23,39,1.52,40,1.73,39,5.627621625,0.08,
M,400,Hayden,4.5,4.5,Newcastle,3,0.17,5,0.27,5,0.3,5,0.28,7,0.32,6,0.32,7,0.36,9,1.417940063,0,
F,401,Isak,8.3,8.3,Newcastle,89,4.31,86,5.09,82,5.35,78,4.19,78,3.76,76,4.5,76,5.38,75,16.97453863,0.35,401
M,402,J.Murphy,5.2,5.2,Newcastle,39,1.69,40,2.07,39,2.08,37,1.76,37,1.67,38,1.97,36,2.06,38,7.429440438,0.01,
M,403,Joelinton,6,6,Newcastle,64,2.21,60,2.5,55,2.33,53,1.93,53,1.93,52,2.12,51,2.31,50,7.787715063,0,
D,404,Kelly,4.5,4.5,Newcastle,54,1.36,55,2.08,54,1.97,54,1.32,51,1.49,53,1.86,53,2.08,53,6.862543375,0,
D,405,Krafth,4.5,4.5,Newcastle,13,0.28,15,0.47,18,0.59,18,0.4,21,0.56,21,0.67,21,0.75,22,2.697906125,0,
M,406,Kuol,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18983625,0,
D,407,Lascelles,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,408,Lewis,4,4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,409,Livramento,4.5,4.5,Newcastle,38,1.11,39,1.62,36,1.51,39,1.15,40,1.32,42,1.65,42,1.85,40,5.741671625,0,
M,410,Longstaff,4.8,4.8,Newcastle,40,1.41,38,1.52,36,1.5,35,1.31,35,1.27,40,1.58,39,1.64,39,5.74461475,0,
M,411,Miley,5,5,Newcastle,0,0,0,0,2,0.13,6,0.28,7,0.34,9,0.43,10,0.5,9,1.759384563,0,
G,412,Odysseas,4.4,4.4,Newcastle,1,0.04,2,0.06,3,0.1,3,0.11,3,0.12,3,0.12,3,0.12,3,0.522613375,0,
G,413,Pope,5,5,Newcastle,94,3.11,93,3.56,92,3.39,91,3.05,91,3.1,91,3.29,91,3.43,91,12.16751394,0,
G,414,Ruddy,4,4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,415,Schär,5.4,5.4,Newcastle,90,1.88,86,3.13,85,2.94,84,1.77,82,2.11,84,2.74,83,3.17,83,9.85230275,0,
D,416,Targett,4,4,Newcastle,0,0,0,0,1,0.05,1,0.04,2,0.06,2,0.08,2,0.08,2,0.377535625,0,
M,417,Tonali,5.5,5.5,Newcastle,45,1.59,55,2.13,64,2.54,65,2.2,63,2.08,61,2.28,61,2.55,63,8.52394125,0,
D,418,Trippier,5.7,5.7,Newcastle,67,1.9,67,3.05,68,3.03,68,1.95,67,2.23,65,2.72,65,3.2,65,10.13478325,0,
M,419,White,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,420,Willock,4.8,4.8,Newcastle,33,1.38,32,1.54,31,1.58,32,1.43,30,1.3,32,1.54,34,1.8,32,6.004108563,0,
F,421,Wilson,6.9,6.9,Newcastle,0,0,0,0,13,0.92,26,1.56,30,1.7,29,1.91,30,2.32,31,7.95251275,0,
D,422,Aina,4.5,4.5,Nott'm Forest,78,2.99,75,1.83,73,2.85,74,2.67,70,2.64,70,2.2,70,1.29,70,7.903813375,0.01,422
M,423,Anderson,5,5,Nott'm Forest,69,2.67,69,2.23,57,2.21,59,2.19,71,2.59,57,2.16,54,1.65,52,7.055779375,0,
F,424,Awoniyi,5.7,5.7,Nott'm Forest,15,1.01,16,0.91,15,0.99,15,0.89,18,1.24,18,1.16,16,0.77,16,3.732073,0,
D,425,Boly,4.4,4.4,Nott'm Forest,16,0.64,24,0.68,26,1.03,26,0.97,27,1.04,29,0.97,27,0.61,28,3.325651938,0,
M,426,Bowler,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,427,C.Miguel,4.3,4.3,Nott'm Forest,1,0.04,1,0.05,2,0.09,3,0.11,4,0.15,4,0.15,4,0.14,4,0.587828625,0,
M,428,Da Silva Moreira,4.5,4.5,Nott'm Forest,1,0.12,3,0.2,1,0.12,2,0.18,5,0.39,2,0.18,2,0.15,2,0.514660625,0,
M,429,Danilo,4.8,4.8,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297543563,0,
F,430,Dennis,4.9,4.9,Nott'm Forest,0,0,1,0.1,1,0.09,1,0.1,3,0.23,2,0.14,2,0.11,2,0.537943438,0,
M,431,Dominguez,4.9,4.9,Nott'm Forest,26,1.08,29,1.08,24,0.99,25,0.99,41,1.57,29,1.14,22,0.79,19,2.607360938,0,
M,432,Elanga,5.3,5.3,Nott'm Forest,63,3.12,60,2.46,53,2.69,52,2.5,55,2.9,49,2.47,51,1.86,48,8.415243063,0,
M,433,Gibbs-White,6.4,6.4,Nott'm Forest,0,0,0,0,75,3.59,75,3.42,77,3.92,74,3.52,73,2.41,72,11.63484225,0.06,
M,434,Hudson-Odoi,5.4,5.4,Nott'm Forest,77,3.53,74,2.78,67,3.06,67,2.94,67,3.21,65,2.92,62,2.11,63,9.856529125,0,
M,435,Mighten,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,436,Murillo,4.5,4.5,Nott'm Forest,90,3.19,88,1.81,84,2.95,82,2.64,83,2.71,82,2.22,84,1.32,83,8.046187813,0,436
D,437,N.Williams,4.5,4.5,Nott'm Forest,43,1.7,47,1.16,47,1.81,47,1.7,50,1.87,47,1.49,47,0.93,47,5.644707938,0,
D,438,O.Richards,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,439,O'Brien,5,5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,440,Omobamidele,4.4,4.4,Nott'm Forest,4,0.14,4,0.12,4,0.16,7,0.22,7,0.23,8,0.23,8,0.16,7,0.805238875,0,
D,441,Panzo,4,4,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,442,Sangaré,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,22,0.66,45,6.079659188,0.05,
G,443,Sels,4.5,4.5,Nott'm Forest,94,3.55,93,3.15,93,3.46,92,3.46,91,3.35,91,3.14,90,2.94,91,11.94842619,0,443
D,444,Toffolo,4.4,4.4,Nott'm Forest,8,0.31,9,0.26,11,0.42,11,0.42,13,0.51,13,0.47,13,0.31,13,2.000497688,0,
G,445,Turner,4,4,Crystal Palace,0,0,3,0.09,0,0,4,0.12,5,0.17,4,0.15,5,0.16,5,0.638967313,0.01,
F,446,Ui-jo,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
F,447,Wood,6.1,6.1,Nott'm Forest,83,4.57,80,3.59,77,4.17,78,3.94,76,4.12,73,3.86,76,2.83,75,13.37902194,0.07,447
D,448,Worrall,4.5,4.5,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,449,Yates,5,5,Nott'm Forest,80,2.69,77,2.21,69,2.43,69,2.29,73,2.47,68,2.3,59,1.64,52,6.057159438,0,
M,450,Alcaraz,4.9,4.9,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,451,Amo-Ameyaw,4.5,4.5,Southampton,0,0,1,0.1,1,0.12,1,0.09,1,0.1,2,0.13,2,0.12,2,0.616007438,0,
M,452,Aribo,4.9,4.9,Southampton,32,1.27,35,1.18,31,1.36,29,1,25,1.15,29,1.21,29,1.1,29,4.43210575,0,
F,453,Armstrong,5.4,5.4,Southampton,30,1.73,29,1.33,31,2.1,29,1.28,30,2.02,30,1.79,30,1.61,29,6.221737875,0.11,
G,454,Bazunu,4.4,4.4,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,455,Bednarek,4,4,Southampton,91,1.79,86,1.03,83,2.75,80,0.49,81,2.59,80,2.02,79,1.11,78,5.077879,0.01,
D,456,Bella-Kotchap,4,4,Southampton,17,0.49,6,0.12,8,0.28,7,0.11,10,0.35,10,0.33,12,0.27,11,1.142084625,0,
D,457,Bree,4,4,Southampton,3,0.09,4,0.1,4,0.19,5,0.12,5,0.23,4,0.16,5,0.14,5,0.635462375,0,
M,458,Charles,4.5,4.5,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,459,Edozie,4.9,4.9,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,460,Edwards,4,4,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,461,Harwood-Bellis,4,4,Southampton,88,1.91,58,0.84,59,2.06,61,0.51,58,1.94,60,1.66,58,0.96,56,4.222622375,0.18,461
M,462,Kamaldeen,5,5,Southampton,0,0,0,0,1,0.12,4,0.25,7,0.43,6,0.37,7,0.39,7,1.58555875,0,
M,463,Lallana,5,5,Southampton,43,1.61,43,1.39,39,1.65,35,1.18,33,1.43,34,1.38,34,1.25,35,5.048282938,0,
D,464,Larios,4,4,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,465,Lis,4,4,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,
G,466,Lumley,4,4,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,
D,467,Manning,4.4,4.4,Southampton,12,0.4,9,0.22,12,0.56,13,0.24,14,0.63,13,0.48,15,0.41,16,1.892391063,0,
F,468,Mara,5,5,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,469,McCarthy,4.5,4.5,Southampton,0,0,2,0.08,3,0.12,4,0.12,5,0.19,5,0.16,4,0.14,4,0.575160938,0.01,
F,470,Onuachu,4.9,4.9,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,471,Smallbone,5,5,Southampton,0,0,0,0,19,0.85,39,1.25,47,2.04,45,1.78,46,1.67,46,6.580532063,0,
D,472,Stephens,4,4,Southampton,0,0,60,0.83,60,2.04,61,0.45,59,1.91,58,1.54,59,0.89,61,4.202043375,0,
F,473,Stewart,4.5,4.5,Southampton,23,1.37,24,1.1,22,1.52,24,1.04,24,1.61,25,1.44,27,1.43,25,5.229568375,0.04,
D,474,Sugawara,4.5,4.5,Southampton,81,2.32,77,1.4,74,3.23,73,0.85,73,3.07,73,2.5,73,1.57,73,6.728151688,0,
D,475,Taylor,4,4,Southampton,47,1.09,44,0.68,43,1.54,47,0.42,45,1.51,46,1.29,45,0.8,47,3.45749675,0,
D,476,Walker-Peters,4.5,4.5,Southampton,64,1.45,62,0.88,63,2.27,58,0.46,58,1.99,60,1.69,58,0.98,58,4.504475313,0,
D,477,Wood,4,4,Southampton,6,0.15,2,0.04,2,0.07,3,0.05,3,0.11,4,0.12,4,0.09,4,0.452978438,0,
D,478,A.Phillips,4,4,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,479,Austin,4,4,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,480,Bentancur,5,5,Spurs,54,1.78,52,1.78,52,2.04,47,1.67,47,1.79,48,1.99,46,1.35,46,6.351772563,0,
M,481,Bergvall,4.5,4.5,Spurs,15,0.81,17,0.92,16,0.97,14,0.76,13,0.75,11,0.73,12,0.54,14,2.90888325,0,
M,482,Bissouma,4.9,4.9,Spurs,58,1.8,58,1.83,57,2.04,57,1.85,54,1.87,54,2.07,55,1.51,56,6.779225625,0,
M,483,Bryan,5,5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,484,Davies,4.4,4.4,Spurs,4,0.1,6,0.18,9,0.33,10,0.34,12,0.42,12,0.54,12,0.25,14,2.034922938,0,
M,485,Devine,4.5,4.5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,486,Dragusin,4.4,4.4,Spurs,11,0.31,18,0.52,17,0.68,21,0.73,23,0.84,24,1.09,25,0.49,26,3.5535425,0,
D,487,E.Royal,4.5,4.5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,488,Forster,4.4,4.4,Spurs,0,0,2,0.09,3,0.13,3,0.12,3,0.13,3,0.15,3,0.11,4,0.521048375,0,
M,489,Gray,4.8,4.8,Spurs,9,0.31,12,0.42,13,0.48,13,0.47,14,0.49,15,0.56,13,0.44,17,2.207384813,0,
M,490,Højbjerg,5,5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,491,Johnson,6.4,6.4,Spurs,50,2.64,52,2.86,51,3.44,45,2.58,41,2.58,40,2.94,38,1.64,36,8.921481125,0,
M,492,Kulusevski,6.3,6.3,Spurs,73,3.08,72,3.17,69,3.63,65,2.95,64,3.15,62,3.6,64,2.19,63,11.24218056,0,
M,493,Lo Celso,4.9,4.9,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,494,Maddison,7.5,7.5,Spurs,73,3.76,69,3.77,67,4.55,67,3.8,66,4.03,64,4.69,64,2.48,63,14.18086719,0,
D,495,Pedro Porro,5.6,5.5,Spurs,89,2.92,84,3.06,82,4.23,80,3.36,80,3.71,79,4.77,80,1.72,79,12.99851806,0.72,495
D,496,Reguilón,4.3,4.3,Spurs,0,0,1,0.04,0,0,2,0.07,2,0.08,2,0.09,3,0.08,3,0.49876825,0,
F,497,Richarlison,6.9,6.9,Spurs,0,0,0,0,16,1.09,30,1.79,33,2.17,31,2.3,33,1.5,33,7.692515125,0,
D,498,Romero,5.1,5.1,Spurs,90,2.16,86,2.38,86,3.29,84,2.69,84,2.94,83,3.8,82,1.3,80,10.01121981,0,498
M,499,P.M.Sarr,4.9,4.9,Spurs,42,1.53,42,1.56,42,1.75,42,1.59,42,1.68,40,1.78,41,1.3,41,6.041099,0,
F,500,Scarlett,4.5,4.5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,501,Skipp,4.9,4.9,Leicester,43,1.22,44,1.39,44,1.4,45,1.46,47,1.46,43,1.26,45,1.33,45,5.151685563,0,
M,502,Solomon,5.4,5.4,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,503,Son,10,10,Spurs,90,5.12,87,5.22,85,6.34,86,5.29,83,5.83,81,6.66,81,3.5,81,20.423396,0.04,503
D,504,Spence,4.4,4.4,Spurs,12,0.45,18,0.7,19,0.87,18,0.75,20,0.88,22,1.11,21,0.6,22,3.485905,0,
D,505,Udogie,5,5,Spurs,85,2.52,80,2.62,79,3.59,78,2.94,76,3.15,74,3.98,74,1.46,73,10.88688506,0,
D,506,Van de Ven,4.5,4.5,Spurs,88,2.06,85,2.25,84,3.04,82,2.55,80,2.68,80,3.45,79,1.26,78,9.126326438,0.02,506
F,507,Veliz,5,5,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,508,Vicario,5,5,Spurs,94,3.29,93,3.31,92,3.59,92,3.42,91,3.49,91,3.92,92,3.06,91,12.71895181,0.01,
M,509,Werner,6.3,6.3,Spurs,20,1.27,25,1.63,23,1.81,15,1.04,11,0.81,11,0.95,12,0.62,12,3.39369175,0,
G,510,Whiteman,4,4,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,511,Álvarez,5,5,West Ham,0,0,64,2.1,65,1.75,66,1.94,65,1.9,63,2.07,62,1.73,63,6.786259188,0,
F,512,Antonio,5.4,5.4,West Ham,48,2.25,37,2.07,36,1.63,36,1.91,36,1.77,34,1.98,37,1.76,38,6.916704313,0,
G,513,Areola,4.5,4.5,West Ham,94,3.3,93,3.71,92,3.02,92,3.19,90,3.26,89,3.51,90,3.04,90,12.1093565,0.01,
M,514,Bowen,7.5,7.5,West Ham,88,4.45,83,5.18,82,3.65,80,4.38,78,3.94,78,5.02,78,3.72,79,15.38955113,0,514
M,515,Cornet,4.9,4.9,Southampton,15,0.84,17,0.77,18,1.13,17,0.76,18,1.12,19,1.08,18,0.94,19,3.844286688,0,
D,516,Coufal,4.5,4.5,West Ham,23,0.73,26,1.1,27,0.62,29,0.91,31,1.03,32,1.31,32,0.8,32,4.115523625,0,
D,517,Cresswell,4,4,West Ham,13,0.49,15,0.66,18,0.51,20,0.73,21,0.78,21,0.97,23,0.71,21,3.34050475,0,
M,518,Downes,4.9,4.9,Southampton,83,2.1,81,1.82,78,2.23,75,1.66,72,2.11,71,1.89,69,1.7,69,6.321886938,0,
M,519,Earthy,4.5,4.5,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,520,Emerson,4.4,4.4,West Ham,79,2.58,78,3.55,75,1.62,72,2.39,72,2.5,70,3.23,70,1.76,72,9.237966938,0,520
G,521,Fabianski,4,4,West Ham,0,0,0,0,1,0.04,1,0.04,3,0.1,3,0.12,3,0.1,3,0.313850688,0.13,
G,522,Foderingham,4.4,4.4,West Ham,0,0,1,0.05,2,0.05,2,0.07,2,0.08,3,0.1,2,0.08,2,0.356375375,0,
F,523,Ings,5,5,West Ham,4,0.28,2,0.15,2,0.16,2,0.2,3,0.25,4,0.36,3,0.25,4,1.120843375,0,
D,524,Kilman,4.5,4.5,West Ham,90,2.46,85,3.33,85,1.46,84,2.28,82,2.39,79,3.08,80,1.61,78,8.688677063,0,
M,525,Kudus,6.3,6.3,West Ham,86,3.77,80,4.23,77,2.99,76,3.53,74,3.31,73,4.01,72,3.01,72,12.04441981,0,
M,526,L.Guilherme,4.8,4.8,West Ham,2,0.19,0,0,2,0.15,3,0.24,3,0.23,4,0.31,4,0.29,3,1.138965813,0,
M,527,L.Paquetá,6,6,West Ham,76,3.52,72,4.01,71,2.83,69,3.39,69,3.13,67,3.75,67,2.88,68,12.02389281,0,
D,528,Mavropanos,4.5,4.5,West Ham,81,2.38,75,3.13,74,1.4,69,2.06,69,2.18,72,2.97,68,1.52,70,8.223916313,0,
D,529,N.Aguerd,4.4,4.4,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,530,Souček,5,5,West Ham,64,2.29,48,2.17,49,1.74,51,2.02,51,1.94,50,2.2,52,1.83,51,7.3331355,0,
M,531,Ward-Prowse,6.3,6.3,Nott'm Forest,78,3.34,77,2.7,64,2.74,62,2.57,0,0,62,2.6,60,1.9,56,8.21593975,0,
D,532,Zouma,4.4,4.4,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,533,Aït-Nouri,4.4,4.4,Wolves,78,1.75,76,2.65,72,1.46,70,1.83,69,2.69,67,3,70,2.16,65,9.007742438,0,
M,534,B.Traore,4.9,4.9,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,535,Bellegarde,5,5,Wolves,60,2.35,57,2.44,57,1.96,58,2.2,57,2.56,59,2.94,55,2.19,55,9.014778313,0,
G,536,Bentley,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,
M,537,Chiquinho,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,538,Chirewa,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
F,539,Chiwome,4.5,4.5,Wolves,4,0.25,5,0.3,6,0.34,6,0.35,7,0.41,8,0.48,9,0.44,9,1.713501438,0.01,
M,540,Cundle,4.5,4.5,Wolves,2,0.15,3,0.21,4,0.25,5,0.3,6,0.36,8,0.46,8,0.42,8,1.644761625,0,
F,541,Cunha,6.5,6.5,Wolves,76,3.33,73,3.36,72,2.73,71,3,70,3.55,70,4.13,70,3.15,68,12.65689906,0,541
D,542,Dawson,4.5,4.5,Wolves,79,1.36,75,2.12,73,1.15,72,1.5,69,2.17,70,2.56,69,1.75,71,7.645342063,0,
D,543,Doherty,4.4,4.4,Wolves,21,0.58,22,0.82,26,0.66,28,0.84,30,1.2,31,1.41,30,1.03,34,4.81243675,0,
M,544,Doyle,4.9,4.9,Wolves,12,0.52,14,0.62,17,0.71,21,0.88,22,1.01,23,1.15,21,0.92,22,3.81004375,0,
F,545,Fábio Silva,5,5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
F,546,Fraser,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,547,Gonzalez,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,548,Guedes,5.3,5.3,Wolves,26,1.26,30,1.53,36,1.49,34,1.59,35,1.83,36,2.16,36,1.71,36,6.948428688,0,
D,549,H.Bueno,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,550,Hee Chan,6.2,6.2,Wolves,33,1.64,39,2.06,36,1.61,39,1.87,41,2.3,38,2.55,40,2,40,8.20831,0,
M,551,Hodge,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,552,Hoever,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,553,J.Gomes,4.9,4.9,Wolves,79,2.1,75,2.16,69,1.75,68,1.85,65,2,65,2.16,67,1.88,67,7.497395,0,
G,554,José Sá,4.4,4.4,Wolves,2,0.07,4,0.15,5,0.16,7,0.24,6,0.22,8,0.31,7,0.24,8,1.147680813,0,
F,555,Kalajdžić,4.9,4.9,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,556,King,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,557,Mario Jr.,5,5,Wolves,86,2.35,83,2.53,80,2.05,75,2.08,76,2.45,73,2.64,74,2.16,71,8.268750563,0,
D,558,Mosquera,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,
D,559,N.Semedo,4.5,4.5,Wolves,86,1.51,85,2.44,82,1.35,80,1.69,77,2.52,76,2.87,76,1.99,75,8.447362313,0,
M,560,Neto,6.3,6.3,Chelsea,29,1.82,29,1.9,30,1.48,30,2.01,43,2.25,31,1.56,30,1.93,30,7.06858675,0,
D,561,Pedro Lima,4,4,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657475,0,
M,562,Podence,5.5,5.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,563,R.Gomes,5.3,5.3,Wolves,28,1.22,31,1.46,31,1.24,34,1.44,33,1.58,34,1.82,34,1.5,35,6.256566938,0,
D,564,S.Bueno,4.4,4.4,Wolves,45,0.83,38,1.15,39,0.69,39,0.89,42,1.37,42,1.48,42,1.1,41,4.766416875,0,
M,565,Sarabia,5.2,5.2,Wolves,7,0.48,9,0.59,11,0.57,12,0.68,13,0.83,15,1.08,16,0.92,17,3.724667438,0,
F,566,Strand Larsen,5.5,5.5,Wolves,72,2.92,69,3.08,69,2.48,66,2.7,66,3.16,65,3.64,62,2.72,64,11.29664444,0,566
D,567,Toti,4.4,4.4,Wolves,69,1.16,86,2.37,84,1.3,81,1.66,80,2.48,78,2.84,76,1.95,77,8.32422875,0,
G,568,Muric,4.4,4.4,Ipswich,93,3.24,93,3.21,91,3.52,91,3.13,91,3.51,90,2.87,90,3.03,90,11.74769519,0,568
M,569,Jaden,5.3,5.3,Aston Villa,4,0.25,11,0.59,9,0.49,8,0.5,7,0.39,8,0.37,9,0.53,9,2.002344125,0,
M,570,A.Fatawu,5.5,5.5,Leicester,34,1.31,39,1.87,39,1.88,38,1.85,36,1.69,38,1.58,37,1.69,38,6.577629875,0,
M,571,Sávio,6.5,6.5,Man City,57,3.22,52,3.35,52,3.28,54,4.05,53,3.2,52,2.89,51,3.1,52,11.121546,0,571
D,572,Yoro,4.4,4.4,Man Utd,0,0,0,0,0,0,0,0,0,0,2,0.11,4,0.15,4,0.5330475,0,
D,573,Milenković,4.5,4.5,Nott'm Forest,90,3.12,85,1.82,84,2.93,81,2.63,79,2.69,78,2.17,78,1.27,76,7.719093688,0,
D,574,Pivas,4,4,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,575,Wiley,4,4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
M,576,Irving,4.9,4.9,West Ham,13,0.56,6,0.33,6,0.29,8,0.38,10,0.45,12,0.57,11,0.48,11,2.081346063,0,
M,577,Lindstrøm,5.3,5.3,Everton,38,1.93,40,1.96,41,2.05,40,2.04,40,2.06,44,1.96,42,2.19,41,6.995195375,0,
D,578,Calafiori,5.8,5.8,Arsenal,73,4.2,61,3.49,58,2.66,59,2.28,56,2.15,55,1.94,57,3.04,55,10.08430819,0,
D,579,Sessegnon,4.4,4.4,Fulham,14,0.53,15,0.38,18,0.74,22,0.92,22,0.98,22,0.85,26,1.28,25,3.450732063,0,
D,580,Huijsen,4.4,4.4,Bournemouth,32,1.4,37,1.35,37,0.97,39,1.02,41,0.88,41,1.27,42,1.41,42,5.137149938,0,
G,581,Jørgensen,4.3,4.3,Chelsea,2,0.07,4,0.16,4,0.15,5,0.2,6,0.21,7,0.24,6,0.24,8,1.138462313,0,
D,582,O'Brien,4.8,4.8,Everton,3,0.12,2,0.08,3,0.11,4,0.17,5,0.18,5,0.16,5,0.2,5,0.659208688,0,
D,583,Townsend,4,4,Ipswich,5,0.18,6,0.19,7,0.3,9,0.27,10,0.42,10,0.24,9,0.31,10,1.385091188,0,
M,584,Brereton Díaz,5.3,5.3,Southampton,62,3.19,61,2.34,57,3.56,55,2.08,57,3.56,57,3.09,53,2.59,54,9.94412425,0.02,584
