Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,794,White,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,795,Hernes,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,796,Sekularac,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,797,Fredrick,4.0,4.0,Brentford,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,798,Hashioka,4.0,4.0,Luton,68,0.85,62,1.73,69,0.62,45,1.47,43,1.25,37,1.22,33,0.86,33,1.05,0.00
M,799,Faivre,5.0,5.0,Bournemouth,15,0.83,17,0.95,19,0.99,20,1.80,18,0.93,15,0.56,15,0.87,17,0.73,0.00
M,800,N.Lemina,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,801,Reyna,4.7,4.7,Nott'm Forest,24,1.24,27,1.19,25,1.32,27,1.22,30,1.23,29,1.46,32,1.46,30,1.48,0.00
D,802,Kinsey,4.0,4.0,Bournemouth,5,0.15,3,0.09,1,0.04,1,0.04,2,0.05,1,0.02,2,0.05,2,0.04,0.00
M,803,Rogers,5.0,5.0,Aston Villa,41,1.71,29,1.84,25,1.18,25,1.72,23,1.44,25,1.43,26,1.42,26,1.48,0.00
F,804,Enes Ünal,5.0,5.0,Bournemouth,30,1.80,32,2.06,34,2.06,35,3.62,34,2.11,33,1.39,33,2.20,32,1.61,0.00
D,805,Assignon,4.0,4.0,Burnley,0,0.00,84,2.11,80,2.17,80,2.60,77,1.23,77,1.93,77,0.93,75,2.49,0.00
D,806,Estève,4.0,4.0,Burnley,89,2.54,85,1.94,84,2.00,72,2.16,67,0.95,63,1.41,63,0.69,61,1.85,0.00
M,807,Wharton,5.0,5.0,Crystal Palace,58,1.82,55,1.61,53,1.52,52,3.49,52,1.63,50,1.63,50,1.63,43,1.43,0.00
G,808,Sels,4.5,4.5,Nott'm Forest,93,3.49,92,2.95,91,3.57,91,3.18,91,2.92,91,3.60,91,3.14,91,3.42,0.00
F,809,Ribeiro,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,810,King,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,811,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,812,Koumas,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,813,Mrozek,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,814,Wright,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,815,Bandeira,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,816,Barco,4.0,4.0,Brighton,6,0.22,8,0.23,6,0.24,5,0.14,5,0.18,4,0.16,4,0.27,3,0.11,0.00
D,817,Sweet,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,818,Gauci,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,819,Samuels-Smith,4.0,4.0,Chelsea,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,820,Harrison,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,821,Umeh-Chibueze,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,822,Blacker,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,823,Arblaster,4.5,4.5,Sheffield Utd,59,1.69,60,1.82,64,1.97,59,3.88,54,1.65,52,1.77,51,1.58,52,1.64,0.00
F,824,Danns,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,825,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,826,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,827,Sasnauskas,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,2,0.04,2,0.10,1,0.02,1,0.03,1,0.03,0,0.00,0.00
D,828,Curtis,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,2,0.04,2,0.11,2,0.03,0,0.00,1,0.03,0,0.00,0.00
M,829,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,830,Tauriainen,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,831,Piesold,4.5,4.5,Luton,0,0.00,1,0.07,2,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,832,Okoduwa,4.0,4.0,Wolves,1,0.04,2,0.05,1,0.04,1,0.03,0,0.00,2,0.02,1,0.03,0,0.00,0.00
D,833,Ogunneye,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,834,Arthur,4.0,4.0,Brentford,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,835,Mee,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,836,Chiwome,4.5,4.5,Wolves,61,3.24,55,2.94,54,2.56,29,2.94,21,1.41,16,0.75,13,0.79,9,0.48,0.00
D,837,Nallo,4.0,4.0,Liverpool,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,838,Acheampong,4.0,4.0,Chelsea,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,839,Martins,4.5,4.5,Luton,0,0.00,0,0.00,1,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,840,Holman,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,841,Warrington,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,842,Mathurin,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10019,Nathan Ferguson,99.9,99.9,Crystal Palace,3,0.10,4,0.11,3,0.08,3,0.22,3,0.11,3,0.10,2,0.08,2,0.07,0.00
D,10142,Rhys Williams,99.9,99.9,Liverpool,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,1,0.04,0.00
M,10147,Yunus Emre Konak,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10153,Hákon Rafn Valdimarsson,99.9,99.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,10163,Rodrigo Ribeiro,99.9,99.9,Nott'm Forest,7,0.51,6,0.41,7,0.53,7,0.45,7,0.41,9,0.60,8,0.52,9,0.60,0.00
D,10168,Kaine Kesler-Hayden,99.9,99.9,Aston Villa,5,0.11,5,0.20,4,0.11,3,0.10,2,0.07,1,0.04,1,0.03,1,0.04,0.00
