Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,339,Watson,4.4,4.4,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,340,Woodrow,4.3,4.3,Luton,31,1.42,28,1.15,22,1.30,16,0.71,6,0.44,4,0.31,3,0.20,3,0.24,3,0.24,0.00
D,341,Akanji,4.9,4.9,Man City,52,1.91,53,2.36,52,2.48,56,3.04,52,2.08,55,2.59,58,2.99,55,4.16,54,2.69,0.00
D,342,Aké,5.1,5.1,Man City,55,2.09,58,2.68,56,2.78,57,3.22,57,2.32,54,2.64,56,3.02,57,4.47,55,2.87,0.02
F,343,J.Alvarez,6.5,6.5,Man City,67,3.83,64,4.50,63,4.23,58,5.09,55,3.46,55,3.81,56,4.30,56,7.29,54,4.16,0.00
M,344,Bernardo,6.2,6.2,Man City,64,2.81,62,3.21,60,3.09,59,3.70,57,2.74,58,3.00,57,3.25,56,5.43,57,3.24,0.00
M,345,Bobb,4.4,4.4,Man City,9,0.63,11,0.83,12,0.92,12,1.13,12,0.85,13,1.00,14,1.17,14,2.04,16,1.29,0.00
D,346,Cancelo,5.8,5.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,347,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,348,Charles,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,349,De Bruyne,10.5,10.5,Man City,22,1.31,31,2.19,38,2.60,60,5.37,66,4.22,66,4.62,65,5.05,66,8.49,63,4.85,0.00
D,350,Rúben,5.5,5.5,Man City,72,2.73,70,3.18,72,3.51,72,4.04,70,2.84,72,3.46,69,3.68,69,5.38,67,3.43,0.01
M,351,Doyle,4.4,4.4,Wolves,32,1.30,34,1.48,36,1.55,40,1.60,41,1.46,34,1.60,0,0.00,32,2.81,33,1.18,0.00
G,352,Ederson M.,5.5,5.5,Man City,58,2.29,74,3.13,85,3.80,91,4.32,91,3.65,91,4.00,90,4.20,90,6.98,89,4.05,0.00
M,353,Foden,8.1,8.1,Man City,84,4.42,80,5.09,77,4.86,74,6.08,75,4.34,73,4.69,72,5.17,72,8.54,72,5.14,0.06
M,354,Grealish,7.2,7.2,Man City,35,1.95,36,2.33,37,2.33,35,2.81,34,2.04,34,2.20,33,2.33,33,3.97,35,2.43,0.00
F,355,Haaland,14.3,14.3,Man City,89,5.82,86,6.99,83,6.38,81,8.66,81,5.92,79,6.34,80,7.36,80,11.85,79,7.17,0.05
M,356,Kovačić,4.6,4.6,Man City,41,1.63,43,1.94,44,1.95,42,2.20,41,1.70,39,1.79,41,2.00,40,3.39,41,1.97,0.00
D,357,Laporte,4.9,4.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,358,R.Lewis,4.2,4.2,Man City,8,0.34,11,0.54,13,0.64,14,0.79,16,0.68,15,0.73,17,0.92,18,1.54,18,0.96,0.00
M,359,Mahrez,7.5,7.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,360,McAtee,4.4,4.4,Sheffield Utd,68,2.81,64,2.14,61,2.41,60,2.38,61,5.08,60,2.22,60,2.62,59,2.19,58,2.32,0.00
G,361,Ortega Moreno,3.7,3.7,Man City,36,1.46,21,0.90,10,0.45,3,0.16,4,0.13,4,0.17,5,0.24,5,0.39,6,0.26,0.00
M,362,Palmer,5.7,5.7,Chelsea,84,6.29,84,5.45,81,5.47,78,4.95,77,4.64,77,8.07,76,5.03,77,7.46,76,5.16,0.15
M,363,Perrone,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,364,Phillips,4.7,4.7,West Ham,65,1.85,67,1.94,30,1.07,34,1.21,32,1.11,32,1.07,32,1.06,32,1.23,0,0.00,0.00
M,365,Rodrigo,5.6,5.6,Man City,91,2.89,88,3.23,81,3.02,76,3.35,81,2.76,84,3.14,84,3.39,84,5.73,83,3.30,0.00
D,366,Sergio Gómez,3.8,3.8,Man City,0,0.00,0,0.00,1,0.07,2,0.10,2,0.05,2,0.09,2,0.13,2,0.21,3,0.17,0.00
G,367,Steffen,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,368,Stones,5.3,5.3,Man City,63,2.54,62,3.04,62,3.20,61,3.56,60,2.63,59,3.02,57,3.19,58,4.87,61,3.35,0.00
D,369,Walker,5.4,5.4,Man City,61,2.43,59,2.87,60,3.08,55,3.22,58,2.46,55,2.76,56,3.10,59,4.85,57,3.09,0.00
D,370,Alex Telles,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,371,Amad,4.4,4.4,Man Utd,0,0.00,6,0.33,6,0.34,4,0.23,4,0.22,4,0.29,4,0.23,5,0.47,4,0.23,0.00
M,372,Antony,6.8,6.8,Man Utd,22,1.26,21,1.07,20,1.06,17,0.96,17,1.17,19,1.22,18,0.98,18,1.97,17,0.93,0.00
M,373,B.Fernandes,8.2,8.2,Man Utd,91,4.89,90,3.95,85,3.98,80,4.08,80,5.56,83,5.55,84,4.35,83,8.32,83,4.02,0.01
D,374,B.Williams,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,375,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,376,Casemiro,5.3,5.3,Man Utd,22,0.78,40,1.25,50,1.59,74,2.42,73,2.97,72,2.84,72,2.41,72,4.62,74,2.29,0.00
D,377,Dalot,5.2,5.2,Man Utd,90,3.10,87,1.97,84,1.90,82,2.35,78,3.98,76,3.63,72,2.61,68,3.89,67,1.82,0.00
M,378,Elanga,5.1,5.1,Nott'm Forest,75,3.58,73,3.34,72,2.75,70,3.30,70,2.74,67,2.34,67,3.22,66,2.80,66,3.06,0.25
M,379,Eriksen,5.8,5.8,Man Utd,25,1.30,20,0.95,19,0.94,13,0.68,12,0.77,13,0.77,13,0.68,12,1.25,13,0.66,0.00
D,380,Fernandez,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,381,Fred,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,382,Garnacho,4.9,4.9,Man Utd,86,4.21,83,3.35,82,3.46,80,3.79,80,5.12,79,4.83,79,3.76,78,7.14,78,3.45,0.01
M,383,Hannibal,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,384,Heaton,4.0,4.0,Man Utd,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,385,Henderson,4.4,4.4,Crystal Palace,2,0.09,4,0.13,4,0.12,5,0.15,5,0.37,5,0.18,6,0.21,5,0.18,6,0.21,0.00
D,386,Lindelof,4.5,4.5,Man Utd,32,1.11,38,0.91,39,0.91,39,1.11,36,1.72,32,1.42,24,0.85,17,0.93,17,0.47,0.00
D,387,Maguire,4.2,4.2,Man Utd,81,2.74,79,1.79,79,1.77,71,2.00,62,3.00,55,2.55,55,1.95,53,3.00,51,1.39,0.00
M,388,Mainoo,4.4,4.4,Man Utd,73,2.36,70,2.06,69,2.08,65,2.06,66,2.56,66,2.44,65,2.11,65,4.07,66,2.02,0.00
D,389,Malacia,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,6,0.31,17,0.83,38,1.42,59,3.44,49,1.39,0.00
F,390,Martial,6.4,6.4,Man Utd,0,0.00,2,0.16,4,0.24,7,0.51,12,0.87,12,0.87,12,0.75,11,1.37,12,0.73,0.00
D,391,Martinez,4.7,4.7,Man Utd,0,0.00,0,0.00,0,0.00,25,0.73,55,2.67,72,3.24,72,2.56,72,4.01,71,1.87,0.00
M,392,McTominay,4.6,4.6,Man Utd,48,1.67,38,1.21,35,1.17,26,0.94,26,1.14,25,1.09,25,0.91,24,1.75,23,0.82,0.00
D,393,Mengi,3.9,3.9,Luton,91,1.05,85,0.78,82,2.06,81,0.42,79,2.32,77,1.80,77,2.22,77,1.62,76,1.96,0.01
M,394,Pellistri,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,395,R.Varane,4.9,4.9,Man Utd,85,2.81,83,1.86,80,1.80,69,1.92,57,2.65,54,2.40,53,1.82,54,2.92,54,1.41,0.00
M,396,Rashford,8.4,8.4,Man Utd,82,4.89,76,3.74,76,3.97,74,4.28,73,5.73,71,5.31,72,4.15,73,8.07,73,3.90,0.01
M,397,Sancho,6.7,6.7,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,398,Shaw,5.2,5.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.23,22,0.67,0.00
F,399,Shoretire,4.4,4.4,Man Utd,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,400,Van de Beek,4.7,4.7,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,401,Wan-Bissaka,4.4,4.4,Man Utd,82,2.73,79,1.77,78,1.71,76,2.09,72,3.44,65,2.95,59,2.07,49,2.76,44,1.22,0.00
M,402,Almirón,6.0,6.0,Newcastle,59,3.50,55,3.15,51,2.64,49,2.77,48,2.53,48,3.33,47,2.77,47,5.03,45,2.47,0.00
M,403,Anderson,4.2,4.2,Newcastle,21,1.14,21,1.14,21,1.06,22,1.15,21,1.06,22,1.37,19,1.03,14,1.51,11,0.59,0.00
D,404,Ashby,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,405,Botman,4.5,4.5,Newcastle,65,2.36,78,2.90,82,2.22,81,2.11,79,2.65,79,3.68,77,2.83,76,4.29,78,2.45,0.01
M,406,Bruno G.,5.8,5.8,Newcastle,91,3.12,87,2.93,79,2.43,71,2.33,76,2.40,81,3.31,80,2.73,81,5.03,81,2.56,0.00
D,407,Burn,4.4,4.4,Newcastle,78,3.19,73,3.06,68,2.16,64,1.98,62,2.37,62,3.24,62,2.56,61,3.92,61,2.18,0.01
G,408,Darlow,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,409,Dubravka,4.2,4.2,Newcastle,94,3.63,92,3.60,92,3.26,91,3.13,83,3.11,64,2.80,38,1.49,4,0.27,4,0.15,0.10
M,410,Fraser,4.9,4.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,411,Gillespie,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,412,Gordon,6.1,6.1,Newcastle,67,3.72,78,4.14,82,3.81,77,3.87,78,3.63,78,5.04,80,4.10,78,7.37,77,3.67,0.01
M,413,Hayden,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,414,Hendrick,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,415,Isak,7.5,7.5,Newcastle,85,5.82,78,5.13,76,4.51,75,5.00,72,4.34,72,5.98,70,4.63,65,8.09,59,3.72,0.00
M,416,Joelinton,5.8,5.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.78,48,3.71,64,2.53,0.00
D,417,Krafth,4.4,4.4,Newcastle,14,0.54,9,0.35,7,0.21,4,0.11,3,0.10,4,0.16,4,0.13,4,0.24,4,0.12,0.00
M,418,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,419,Lascelles,3.9,3.9,Newcastle,23,0.89,17,0.60,16,0.44,15,0.40,18,0.62,18,0.85,17,0.59,17,1.01,16,0.52,0.01
D,420,J.Lewis,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,421,Longstaff,4.8,4.8,Newcastle,81,2.87,81,2.80,77,2.43,77,2.56,76,2.48,73,2.99,71,2.50,66,4.28,63,2.09,0.00
D,422,Manquillo,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,423,J.Murphy,4.8,4.8,Newcastle,49,2.72,44,2.39,45,2.19,42,2.19,42,2.11,41,2.64,41,2.23,38,3.87,35,1.86,0.00
G,424,Pope,5.3,5.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,8,0.30,27,1.17,55,2.12,91,6.41,91,3.34,0.00
M,425,Ritchie,4.3,4.3,Newcastle,5,0.28,6,0.30,3,0.17,2,0.10,2,0.11,2,0.16,3,0.15,2,0.21,2,0.12,0.00
M,426,Saint-Maximin,6.0,6.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,427,Schär,5.4,5.4,Newcastle,90,3.55,87,3.48,85,2.47,83,2.37,80,2.81,81,4.13,81,3.13,80,4.76,80,2.63,0.00
D,428,Targett,4.2,4.2,Newcastle,15,0.65,13,0.56,10,0.36,7,0.26,9,0.35,9,0.46,10,0.39,10,0.69,9,0.33,0.00
M,429,Tonali,5.2,5.2,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,430,Trippier,6.7,6.7,Newcastle,26,1.25,35,1.67,53,1.87,81,2.90,81,3.39,81,5.09,82,3.82,82,5.93,80,3.19,0.01
D,431,Watts,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,432,Willock,5.3,5.3,Newcastle,62,2.96,61,2.83,61,2.60,60,2.71,60,2.60,58,3.22,54,2.55,44,4.02,38,1.81,0.00
F,433,Wilson,7.8,7.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,2.22,31,2.06,0.00
M,434,B.Aguilera,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,435,Arter,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,Aurier,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,437,Awoniyi,6.3,6.3,Nott'm Forest,11,0.70,17,1.05,29,1.46,39,2.30,38,1.92,37,1.65,36,2.21,39,2.08,38,2.14,0.00
D,438,Biancone,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,439,Boly,4.5,4.5,Nott'm Forest,20,0.82,19,0.74,21,0.52,20,0.82,21,0.70,22,0.52,22,0.92,24,0.78,23,0.87,0.00
M,440,Bowler,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,441,Cook,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Danilo,5.3,5.3,Nott'm Forest,44,1.63,49,1.70,47,1.48,49,1.73,47,1.54,49,1.46,47,1.67,47,1.55,48,1.66,0.00
F,443,Dennis,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,444,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,445,Felipe,4.4,4.4,Nott'm Forest,20,0.77,24,0.84,22,0.48,22,0.84,23,0.71,23,0.48,25,0.98,24,0.72,26,0.93,0.00
M,446,Freuler,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,447,Gibbs-White,5.7,5.7,Nott'm Forest,85,4.39,82,4.00,81,3.23,81,4.16,76,3.16,77,2.76,76,4.01,77,3.48,78,3.75,0.55
G,448,Hennessey,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,449,Horvath,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,450,Johnson,5.8,5.8,Spurs,29,2.27,30,1.87,33,2.33,34,2.00,36,1.93,36,1.88,36,1.76,36,4.50,38,2.60,0.00
M,451,Kouyaté,4.8,4.8,Nott'm Forest,1,0.06,2,0.10,2,0.11,3,0.14,3,0.14,3,0.16,3,0.17,4,0.19,4,0.20,0.00
D,452,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,453,Mangala,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,454,Mbe Soh,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,456,Mighten,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,457,Niakhaté,4.5,4.5,Nott'm Forest,38,1.46,36,1.21,31,0.58,31,1.16,31,0.89,30,0.54,34,1.27,31,0.86,31,1.08,0.00
M,458,O'Brien,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,459,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,460,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,O.Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,462,G.Scarpa,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,463,J.Shelvey,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,464,Surridge,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,465,Toffolo,4.4,4.4,Nott'm Forest,58,2.45,44,1.66,35,0.79,29,1.25,27,0.91,30,0.66,30,1.33,33,1.04,33,1.30,0.11
F,466,Ui-jo,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,467,Williams,4.3,4.3,Nott'm Forest,88,3.39,80,2.71,75,1.33,71,2.66,68,1.94,69,1.17,68,2.65,66,1.79,65,2.27,0.47
F,468,Wood,4.8,4.8,Nott'm Forest,67,3.56,62,3.24,57,2.57,51,2.81,53,2.42,51,2.11,53,2.93,50,2.48,48,2.55,0.02
D,469,Worrall,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,470,Yates,4.8,4.8,Nott'm Forest,53,1.88,52,1.78,54,1.62,52,1.81,54,1.67,55,1.54,57,1.96,55,1.74,54,1.79,0.00
D,471,Ahmedhodžić,4.3,4.3,Sheffield Utd,74,1.81,73,0.51,72,1.46,66,1.51,65,3.33,70,1.06,70,2.20,76,1.67,67,1.21,0.00
G,472,Amissah,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,473,Baldock,3.8,3.8,Sheffield Utd,40,1.14,42,0.47,43,1.05,48,1.25,45,2.63,43,0.82,43,1.50,49,1.23,42,0.91,0.00
D,474,Basham,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,475,Berge,4.6,4.6,Burnley,88,2.29,83,2.59,82,2.23,79,2.33,77,2.40,77,2.08,78,2.29,76,2.00,76,2.38,0.00
D,476,Bogle,4.5,4.5,Sheffield Utd,62,1.78,60,0.61,58,1.42,55,1.48,56,3.32,60,1.13,59,2.10,60,1.54,59,1.30,0.00
F,477,Brewster,4.9,4.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,478,Coulibaly,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,479,A.Davies,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,480,Egan,4.3,4.3,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.24,17,0.34,0.00
M,481,Fleck,4.9,4.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,482,Foderingham,4.5,4.5,Sheffield Utd,2,0.05,2,0.08,3,0.10,4,0.14,5,0.36,5,0.17,7,0.24,7,0.22,7,0.22,0.00
F,483,Jebbison,4.8,4.8,Sheffield Utd,0,0.00,0,0.00,0,0.00,1,0.09,1,0.18,1,0.09,1,0.13,2,0.12,2,0.13,0.00
D,484,Lowe,4.3,4.3,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,485,McBurnie,5.4,5.4,Sheffield Utd,59,2.80,57,2.09,53,2.32,52,2.27,51,4.78,51,2.15,50,2.52,48,1.97,52,2.35,0.00
F,486,Ndiaye,5.5,5.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,487,Norrington-Davies,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,488,Norwood,4.8,4.8,Sheffield Utd,37,1.34,40,1.21,38,1.31,43,1.44,44,3.02,43,1.36,42,1.52,42,1.36,39,1.33,0.00
M,489,Osborn,4.8,4.8,Sheffield Utd,32,1.23,33,1.08,36,1.27,36,1.28,37,2.67,35,1.20,35,1.34,36,1.24,39,1.35,0.00
F,490,Osula,4.3,4.3,Sheffield Utd,42,1.95,40,1.51,40,1.71,41,1.74,41,3.70,40,1.65,40,1.90,42,1.66,39,1.72,0.00
G,491,Austin,3.9,3.9,Spurs,1,0.06,2,0.09,3,0.11,2,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,492,Bentancur,5.4,5.4,Spurs,43,1.89,43,1.61,43,1.81,43,1.56,44,1.50,42,1.43,43,1.40,43,3.26,42,1.75,0.00
M,493,Bissouma,5.0,5.0,Spurs,79,2.84,77,2.37,75,2.61,74,2.18,72,2.03,71,2.00,70,1.89,70,4.43,70,2.44,0.00
M,494,Bryan,4.9,4.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,0,0.00,1,0.21,1,0.10,0.00
D,495,Davies,4.3,4.3,Spurs,20,0.99,21,0.77,20,0.93,19,0.59,17,0.49,19,0.57,19,0.43,19,1.44,19,0.91,0.00
D,496,Dier,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,497,E.Royal,4.3,4.3,Spurs,7,0.30,12,0.40,13,0.57,16,0.46,17,0.46,18,0.50,18,0.37,19,1.37,17,0.73,0.00
G,498,Forster,3.8,3.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,3,0.07,4,0.12,4,0.13,4,0.25,4,0.15,0.00
M,499,Højbjerg,5.2,5.2,Spurs,13,0.48,13,0.44,16,0.60,18,0.59,18,0.54,19,0.61,21,0.64,21,1.42,20,0.76,0.00
F,500,Kane,12.5,12.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Kulusevski,6.8,6.8,Spurs,74,4.36,73,3.37,70,3.81,68,3.05,68,2.74,68,2.67,70,2.59,68,6.41,66,3.56,0.00
G,502,Lloris,4.7,4.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,503,Lo Celso,4.8,4.8,Spurs,3,0.27,4,0.33,4,0.36,6,0.39,6,0.39,6,0.35,6,0.35,7,0.86,6,0.47,0.00
M,504,Maddison,8.0,7.9,Spurs,85,6.26,82,4.70,80,5.44,78,4.27,76,3.71,77,3.60,77,3.42,75,8.79,77,5.13,0.94
M,505,Ndombele,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,506,Pedro Porro,5.8,5.8,Spurs,90,4.94,87,3.28,85,4.41,82,2.63,81,2.32,81,2.37,81,1.70,80,6.49,80,4.15,0.86
